language	testTitle	position	type	topic	prompt	options	correct	pairs
C#	Junior C#/.NET Developer	20	SHORT_TEXT	Краткий ответ	Какой формат часто возвращает REST API?		JSON	
C#	Junior C#/.NET Developer	21	SHORT_TEXT	Краткий ответ	Как называется внедрение зависимостей?		DI	
C#	Unity Developer	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Unity Developer»?	A=пишет только тексты для презентаций|B=создает игровую логику, сцены и взаимодействие объектов в Unity|C=только рисует интерфейс в графическом редакторе|D=занимается только настройкой офисной почты	B	
C#	Unity Developer	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для создания игр и интерактивных приложений?	A=Photoshop|B=MonoBehaviour|C=Unity|D=Figma	C	
C#	Unity Developer	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «GameObject»?	A=адрес сайта в браузере|B=объект на сцене Unity|C=цветовая палитра приложения|D=случайная ошибка компилятора	B	
C#	Unity Developer	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «Prefab»?	A=для оплаты подписки|B=для выбора шрифта интерфейса|C=для сжатия изображений|D=шаблон объекта, который можно переиспользовать	D	
C#	Unity Developer	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=MP3|B=DOCX|C=Scene|D=PNG	C	
C#	Unity Developer	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=Telegram|B=Paint|C=Unity Package Manager|D=PowerPoint	C	
C#	Unity Developer	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Unity Developer»?	A=писать скрипты поведения|B=настраивать банковские транзакции в БД|C=обрабатывать столкновения и ввод|D=настраивать сцены	A,C,D	
C#	Unity Developer	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=использовать компоненты|B=выносить повторяемые объекты в Prefab|C=проверять производительность сцены|D=создавать все объекты только вручную в коде без структуры	A,B,C	
C#	Unity Developer	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с C#?	A=MonoBehaviour|B=PlayerPrefs|C=монтаж видео в TikTok|D=Unity	A,B,D	
C#	Unity Developer	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=посмотреть, понятен ли результат пользователю|B=удалить проект после запуска|C=убедиться, что нет очевидных ошибок|D=проверить работу на тестовых данных	A,C,D	
C#	Unity Developer	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=не доверять непроверенным входным данным|B=читать сообщения об ошибках|C=обрабатывать ошибки|D=игнорировать все предупреждения	A,B,C	
C#	Unity Developer	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=менять чужой код без понимания задачи|B=писать понятные названия|C=делать небольшие осмысленные изменения|D=оставлять комментарии там, где логика неочевидна	B,C,D	
C#	Unity Developer	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			GameObject=>объект на сцене|Component=>часть поведения объекта|Prefab=>шаблон объекта|Scene=>уровень или экран игры
C#	Unity Developer	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			Start=>выполняется при запуске объекта|Update=>вызывается каждый кадр|Collider=>область столкновения|Rigidbody=>физическое тело
C#	Unity Developer	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			Input=>действие игрока|Script=>логика поведения|Scene=>пространство игры|Build=>сборка проекта
C#	Unity Developer	16	SHORT_TEXT	Краткий ответ	Как называется объект на сцене Unity?		GameObject	
C#	Unity Developer	17	SHORT_TEXT	Краткий ответ	Как называется шаблон переиспользуемого объекта?		Prefab	
C#	Unity Developer	18	SHORT_TEXT	Краткий ответ	Какой метод вызывается каждый кадр?		Update	
C#	Unity Developer	19	SHORT_TEXT	Краткий ответ	Как называется компонент физического тела?		Rigidbody	
C#	Unity Developer	20	SHORT_TEXT	Краткий ответ	Как называется область столкновения объекта?		Collider	
C#	Unity Developer	21	SHORT_TEXT	Краткий ответ	Как называется базовый класс для скриптов Unity?		MonoBehaviour	
SQL	Junior Data Analyst	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Junior Data Analyst»?	A=занимается только настройкой офисной почты|B=пишет SQL-запросы, анализирует данные и готовит отчеты|C=пишет только тексты для презентаций|D=только рисует интерфейс в графическом редакторе	B	
SQL	Junior Data Analyst	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для получения данных из таблицы?	A=SELECT|B=Photoshop|C=Figma|D=JOIN	A	
SQL	Junior Data Analyst	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «таблица»?	A=цветовая палитра приложения|B=структура хранения строк и столбцов|C=адрес сайта в браузере|D=случайная ошибка компилятора	B	
SQL	Junior Data Analyst	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «GROUP BY»?	A=для выбора шрифта интерфейса|B=для оплаты подписки|C=группировка строк для расчета агрегатов|D=для сжатия изображений	C	
SQL	Junior Data Analyst	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=PNG|B=MP3|C=CSV|D=DOCX	C	
SQL	Junior Data Analyst	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=PowerPoint|B=Telegram|C=BI-инструмент|D=Paint	C	
SQL	Junior Data Analyst	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Junior Data Analyst»?	A=создавать мобильные экраны в Xcode|B=писать SELECT-запросы|C=объединять таблицы через JOIN|D=строить отчеты по метрикам	B,C,D	
SQL	Junior Data Analyst	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=делать выводы без проверки исходных данных|B=проверять число строк после JOIN|C=проверять фильтры в WHERE|D=использовать понятные алиасы	B,C,D	
SQL	Junior Data Analyst	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с SQL?	A=SELECT|B=PostgreSQL|C=JOIN|D=монтаж видео в TikTok	A,B,C	
SQL	Junior Data Analyst	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=удалить проект после запуска|B=посмотреть, понятен ли результат пользователю|C=убедиться, что нет очевидных ошибок|D=проверить работу на тестовых данных	B,C,D	
SQL	Junior Data Analyst	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=обрабатывать ошибки|B=не доверять непроверенным входным данным|C=читать сообщения об ошибках|D=игнорировать все предупреждения	A,B,C	
SQL	Junior Data Analyst	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=оставлять комментарии там, где логика неочевидна|B=делать небольшие осмысленные изменения|C=менять чужой код без понимания задачи|D=писать понятные названия	A,B,D	
SQL	Junior Data Analyst	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			SELECT=>выбор данных|WHERE=>фильтрация строк|GROUP BY=>группировка|ORDER BY=>сортировка
SQL	Junior Data Analyst	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			COUNT=>количество строк|SUM=>сумма значений|AVG=>среднее значение|JOIN=>соединение таблиц
SQL	Junior Data Analyst	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			источник данных=>таблицы в БД|запрос=>получение нужных строк|агрегация=>расчет показателей|отчет=>представление результата
SQL	Junior Data Analyst	16	SHORT_TEXT	Краткий ответ	Какой оператор SQL выбирает данные из таблицы?		SELECT	
SQL	Junior Data Analyst	17	SHORT_TEXT	Краткий ответ	Какой оператор фильтрует строки?		WHERE	
SQL	Junior Data Analyst	18	SHORT_TEXT	Краткий ответ	Какой оператор объединяет таблицы?		JOIN	
SQL	Junior Data Analyst	19	SHORT_TEXT	Краткий ответ	Как называется группировка строк в SQL?		GROUP BY	
SQL	Junior Data Analyst	20	SHORT_TEXT	Краткий ответ	Какая функция считает количество строк?		COUNT	
SQL	Junior Data Analyst	21	SHORT_TEXT	Краткий ответ	Какой оператор сортирует результат?		ORDER BY	
SQL	Backend Developer с упором на SQL	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Backend Developer с упором на SQL»?	A=только рисует интерфейс в графическом редакторе|B=проектирует запросы и хранение данных для backend-приложений|C=занимается только настройкой офисной почты|D=пишет только тексты для презентаций	B	
SQL	Backend Developer с упором на SQL	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для выполнения нескольких операций как одного целого?	A=индекс|B=транзакция|C=Figma|D=Photoshop	B	
SQL	Backend Developer с упором на SQL	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «первичный ключ»?	A=случайная ошибка компилятора|B=цветовая палитра приложения|C=уникальный идентификатор строки в таблице|D=адрес сайта в браузере	C	
SQL	Backend Developer с упором на SQL	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «FOREIGN KEY»?	A=для выбора шрифта интерфейса|B=для оплаты подписки|C=для сжатия изображений|D=связь между таблицами через внешний ключ	D	
SQL	Backend Developer с упором на SQL	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=DOCX|B=JSON|C=MP3|D=PNG	B	
SQL	Backend Developer с упором на SQL	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=миграции|B=Paint|C=Telegram|D=PowerPoint	A	
SQL	Backend Developer с упором на SQL	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Backend Developer с упором на SQL»?	A=подбирать шрифты для презентации|B=писать запросы для API|C=использовать транзакции|D=проектировать связи таблиц	B,C,D	
SQL	Backend Developer с упором на SQL	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=использовать индексы для частых фильтров|B=проверять ограничения целостности|C=удалять данные без WHERE в рабочей БД|D=не делать лишние запросы в цикле	A,B,D	
SQL	Backend Developer с упором на SQL	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с SQL?	A=транзакция|B=монтаж видео в TikTok|C=индекс|D=PostgreSQL	A,C,D	
SQL	Backend Developer с упором на SQL	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=посмотреть, понятен ли результат пользователю|B=удалить проект после запуска|C=проверить работу на тестовых данных|D=убедиться, что нет очевидных ошибок	A,C,D	
SQL	Backend Developer с упором на SQL	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=не доверять непроверенным входным данным|B=обрабатывать ошибки|C=читать сообщения об ошибках|D=игнорировать все предупреждения	A,B,C	
SQL	Backend Developer с упором на SQL	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=менять чужой код без понимания задачи|B=писать понятные названия|C=делать небольшие осмысленные изменения|D=оставлять комментарии там, где логика неочевидна	B,C,D	
SQL	Backend Developer с упором на SQL	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			PRIMARY KEY=>уникальный идентификатор|FOREIGN KEY=>связь с другой таблицей|INDEX=>ускорение поиска|TRANSACTION=>набор операций как единое целое
SQL	Backend Developer с упором на SQL	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			COMMIT=>зафиксировать изменения|ROLLBACK=>отменить изменения|UNIQUE=>запретить дубли|NOT NULL=>запретить пустое значение
SQL	Backend Developer с упором на SQL	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			API-запрос=>потребность клиента|SQL-запрос=>получение данных|транзакция=>безопасное изменение|ответ API=>данные для клиента
SQL	Backend Developer с упором на SQL	16	SHORT_TEXT	Краткий ответ	Как называется уникальный идентификатор строки?		PRIMARY KEY	
SQL	Backend Developer с упором на SQL	17	SHORT_TEXT	Краткий ответ	Как называется связь с другой таблицей?		FOREIGN KEY	
SQL	Backend Developer с упором на SQL	18	SHORT_TEXT	Краткий ответ	Как называется объект для ускорения поиска?		индекс	
SQL	Backend Developer с упором на SQL	19	SHORT_TEXT	Краткий ответ	Какой оператор фиксирует транзакцию?		COMMIT	
SQL	Backend Developer с упором на SQL	20	SHORT_TEXT	Краткий ответ	Какой оператор отменяет транзакцию?		ROLLBACK	
SQL	Backend Developer с упором на SQL	21	SHORT_TEXT	Краткий ответ	Какое ограничение запрещает пустые значения?		NOT NULL	
PHP	Junior PHP Developer	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Junior PHP Developer»?	A=создает backend-логику, формы и web-приложения на PHP|B=пишет только тексты для презентаций|C=занимается только настройкой офисной почты|D=только рисует интерфейс в графическом редакторе	A	
PHP	Junior PHP Developer	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для быстрой разработки web-приложений на PHP?	A=Photoshop|B=Laravel|C=Figma|D=Composer	B	
PHP	Junior PHP Developer	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «массив»?	A=структура для хранения нескольких значений|B=цветовая палитра приложения|C=случайная ошибка компилятора|D=адрес сайта в браузере	A	
PHP	Junior PHP Developer	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «MVC»?	A=для сжатия изображений|B=для выбора шрифта интерфейса|C=для оплаты подписки|D=разделение приложения на модель, представление и контроллер	D	
PHP	Junior PHP Developer	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=DOCX|B=PNG|C=JSON|D=MP3	C	
PHP	Junior PHP Developer	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=Paint|B=PowerPoint|C=Telegram|D=Composer	D	
PHP	Junior PHP Developer	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Junior PHP Developer»?	A=работать с базой данных|B=обрабатывать формы|C=создавать маршруты и контроллеры|D=настраивать микроконтроллеры	A,B,C	
PHP	Junior PHP Developer	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=разделять шаблоны и логику|B=экранировать пользовательский ввод|C=использовать prepared statements или ORM|D=подставлять ввод пользователя прямо в SQL	A,B,C	
PHP	Junior PHP Developer	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с PHP?	A=Laravel|B=MySQL|C=Composer|D=монтаж видео в TikTok	A,B,C	
PHP	Junior PHP Developer	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=удалить проект после запуска|B=посмотреть, понятен ли результат пользователю|C=проверить работу на тестовых данных|D=убедиться, что нет очевидных ошибок	B,C,D	
PHP	Junior PHP Developer	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=читать сообщения об ошибках|B=игнорировать все предупреждения|C=не доверять непроверенным входным данным|D=обрабатывать ошибки	A,C,D	
PHP	Junior PHP Developer	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=писать понятные названия|B=менять чужой код без понимания задачи|C=оставлять комментарии там, где логика неочевидна|D=делать небольшие осмысленные изменения	A,C,D	
PHP	Junior PHP Developer	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			Laravel=>PHP-фреймворк|Composer=>пакеты и зависимости|Blade=>шаблоны Laravel|Eloquent=>ORM Laravel
PHP	Junior PHP Developer	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			Route=>связь URL и обработчика|Controller=>обработка запроса|Model=>данные приложения|View=>отображение страницы
PHP	Junior PHP Developer	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			форма=>ввод пользователя|валидация=>проверка данных|контроллер=>обработка|БД=>сохранение данных
PHP	Junior PHP Developer	16	SHORT_TEXT	Краткий ответ	Как называется популярный PHP-фреймворк для web-разработки?		Laravel	
PHP	Junior PHP Developer	17	SHORT_TEXT	Краткий ответ	Как называется менеджер пакетов PHP?		Composer	
PHP	Junior PHP Developer	18	SHORT_TEXT	Краткий ответ	Как называется шаблонизатор Laravel?		Blade	
PHP	Junior PHP Developer	19	SHORT_TEXT	Краткий ответ	Как называется ORM Laravel?		Eloquent	
PHP	Junior PHP Developer	20	SHORT_TEXT	Краткий ответ	Какой суперглобальный массив содержит POST-данные?		$_POST	
PHP	Junior PHP Developer	21	SHORT_TEXT	Краткий ответ	Как называется архитектурный паттерн Model-View-Controller?		MVC	
PHP	WordPress Developer	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «WordPress Developer»?	A=создает темы, плагины и дорабатывает сайты на WordPress|B=только рисует интерфейс в графическом редакторе|C=занимается только настройкой офисной почты|D=пишет только тексты для презентаций	A	
PHP	WordPress Developer	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для создания и управления сайтами?	A=Figma|B=плагин|C=WordPress|D=Photoshop	C	
PHP	WordPress Developer	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «тема»?	A=адрес сайта в браузере|B=набор файлов, который отвечает за внешний вид сайта|C=цветовая палитра приложения|D=случайная ошибка компилятора	B	
PHP	WordPress Developer	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «hook»?	A=точка, в которую можно подключить свой код|B=для выбора шрифта интерфейса|C=для оплаты подписки|D=для сжатия изображений	A	
PHP	WordPress Developer	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=HTML|B=PNG|C=DOCX|D=MP3	A	
PHP	WordPress Developer	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=Telegram|B=Paint|C=PowerPoint|D=ACF	D	
PHP	WordPress Developer	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «WordPress Developer»?	A=создавать темы|B=работать с шаблонами и хуками|C=писать драйверы для видеокарты|D=дорабатывать плагины	A,B,D	
PHP	WordPress Developer	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=использовать child theme для правок|B=не менять файлы ядра WordPress|C=редактировать ядро WordPress ради простой правки|D=проверять безопасность пользовательского ввода	A,B,D	
PHP	WordPress Developer	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с PHP?	A=монтаж видео в TikTok|B=MySQL|C=WordPress|D=плагин	B,C,D	
PHP	WordPress Developer	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=убедиться, что нет очевидных ошибок|B=проверить работу на тестовых данных|C=посмотреть, понятен ли результат пользователю|D=удалить проект после запуска	A,B,C	
PHP	WordPress Developer	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=читать сообщения об ошибках|B=игнорировать все предупреждения|C=обрабатывать ошибки|D=не доверять непроверенным входным данным	A,C,D	
PHP	WordPress Developer	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=писать понятные названия|B=оставлять комментарии там, где логика неочевидна|C=делать небольшие осмысленные изменения|D=менять чужой код без понимания задачи	A,B,C	
PHP	WordPress Developer	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			theme=>внешний вид сайта|plugin=>дополнительная функция|hook=>точка подключения кода|ACF=>кастомные поля
PHP	WordPress Developer	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			action=>выполнение кода в момент события|filter=>изменение значения перед выводом|WP_Query=>получение записей|shortcode=>вставка функции в контент
PHP	WordPress Developer	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			template=>файл вывода страницы|functions.php=>код темы|admin panel=>управление контентом|database=>хранение записей
PHP	WordPress Developer	16	SHORT_TEXT	Краткий ответ	Как называется система управления сайтами на PHP?		WordPress	
PHP	WordPress Developer	17	SHORT_TEXT	Краткий ответ	Как называется расширение функциональности WordPress?		плагин	
PHP	WordPress Developer	18	SHORT_TEXT	Краткий ответ	Как называется набор файлов внешнего вида сайта?		тема	
PHP	WordPress Developer	19	SHORT_TEXT	Краткий ответ	Как называется точка подключения своего кода?		hook	
PHP	WordPress Developer	20	SHORT_TEXT	Краткий ответ	Какой инструмент часто используют для кастомных полей?		ACF	
PHP	WordPress Developer	21	SHORT_TEXT	Краткий ответ	Как называется класс для выборки записей WordPress?		WP_Query	
JavaScript	Frontend Developer	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Frontend Developer»?	A=создает интерфейсы, работает с HTML/CSS, JavaScript и API|B=пишет только тексты для презентаций|C=только рисует интерфейс в графическом редакторе|D=занимается только настройкой офисной почты	A	
JavaScript	Frontend Developer	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для создания интерактивных интерфейсов?	A=fetch|B=React|C=Figma|D=Photoshop	B	
JavaScript	Frontend Developer	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «компонент»?	A=адрес сайта в браузере|B=цветовая палитра приложения|C=переиспользуемая часть интерфейса|D=случайная ошибка компилятора	C	
JavaScript	Frontend Developer	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «state»?	A=для сжатия изображений|B=данные, от которых зависит отображение компонента|C=для выбора шрифта интерфейса|D=для оплаты подписки	B	
JavaScript	Frontend Developer	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=JSON|B=PNG|C=MP3|D=DOCX	A	
JavaScript	Frontend Developer	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=PowerPoint|B=npm|C=Telegram|D=Paint	B	
JavaScript	Frontend Developer	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Frontend Developer»?	A=получать данные через API|B=администрировать PostgreSQL-сервер|C=обрабатывать события пользователя|D=верстать интерфейс	A,C,D	
JavaScript	Frontend Developer	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=оставлять ошибки API без сообщения пользователю|B=обрабатывать состояние загрузки|C=проверять данные перед выводом|D=разделять интерфейс на компоненты	B,C,D	
JavaScript	Frontend Developer	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с JavaScript?	A=localStorage|B=React|C=монтаж видео в TikTok|D=fetch	A,B,D	
JavaScript	Frontend Developer	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=удалить проект после запуска|B=посмотреть, понятен ли результат пользователю|C=убедиться, что нет очевидных ошибок|D=проверить работу на тестовых данных	B,C,D	
JavaScript	Frontend Developer	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=игнорировать все предупреждения|B=не доверять непроверенным входным данным|C=обрабатывать ошибки|D=читать сообщения об ошибках	B,C,D	
JavaScript	Frontend Developer	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=писать понятные названия|B=менять чужой код без понимания задачи|C=делать небольшие осмысленные изменения|D=оставлять комментарии там, где логика неочевидна	A,C,D	
JavaScript	Frontend Developer	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			React=>библиотека интерфейсов|component=>часть UI|state=>данные компонента|props=>данные от родителя
JavaScript	Frontend Developer	14	MATCHING	Базовые понятия	Сопоставьте термин и описание.			click event=>действие пользователя|fetch=>HTTP-запрос|DOM=>структура страницы|render=>вывод интерфейса
JavaScript	Frontend Developer	15	MATCHING	Процесс работы	Сопоставьте часть процесса и ее роль.			API=>источник данных|state=>хранение на клиенте|component=>отображение|event=>реакция на действие
JavaScript	Frontend Developer	16	SHORT_TEXT	Краткий ответ	Как называется популярная JS-библиотека для интерфейсов?		React	
JavaScript	Frontend Developer	17	SHORT_TEXT	Краткий ответ	Как называется структура HTML-страницы в браузере?		DOM	
JavaScript	Frontend Developer	18	SHORT_TEXT	Краткий ответ	Как называется команда установки пакетов Node.js?		npm	
JavaScript	Frontend Developer	19	SHORT_TEXT	Краткий ответ	Какой метод часто используют для HTTP-запросов в браузере?		fetch	
JavaScript	Frontend Developer	20	SHORT_TEXT	Краткий ответ	Как называются данные, передаваемые компоненту React?		props	
JavaScript	Frontend Developer	21	SHORT_TEXT	Краткий ответ	Как называется внутреннее состояние компонента?		state	
JavaScript	Backend Node.js Developer	1	SINGLE_CHOICE	Роль и задачи	Что в первую очередь делает специалист «Backend Node.js Developer»?	A=только рисует интерфейс в графическом редакторе|B=пишет только тексты для презентаций|C=занимается только настройкой офисной почты|D=создает серверные приложения и API на JavaScript/Node.js	D	
JavaScript	Backend Node.js Developer	2	SINGLE_CHOICE	Инструменты	Какой инструмент чаще всего подходит для создания HTTP API на Node.js?	A=Node.js|B=Figma|C=Photoshop|D=Express	D	
JavaScript	Backend Node.js Developer	3	SINGLE_CHOICE	Базовые понятия	Что лучше всего описывает понятие «middleware»?	A=цветовая палитра приложения|B=случайная ошибка компилятора|C=адрес сайта в браузере|D=функция, которая обрабатывает запрос до контроллера или после него	D	
JavaScript	Backend Node.js Developer	4	SINGLE_CHOICE	Базовые понятия	Зачем обычно используют «Promise»?	A=для сжатия изображений|B=для оплаты подписки|C=объект для работы с асинхронным результатом|D=для выбора шрифта интерфейса	C	
JavaScript	Backend Node.js Developer	5	SINGLE_CHOICE	Форматы и обмен данными	Какой формат или протокол чаще всего встречается в задачах этой роли?	A=MP3|B=DOCX|C=PNG|D=JSON	D	
JavaScript	Backend Node.js Developer	6	SINGLE_CHOICE	Зависимости и окружение	Какой инструмент связан с зависимостями или окружением в этой категории?	A=npm|B=Paint|C=PowerPoint|D=Telegram	A	
JavaScript	Backend Node.js Developer	7	MULTIPLE_CHOICE	Рабочие задачи	Какие задачи относятся к работе «Backend Node.js Developer»?	A=работать с базой данных|B=рисовать иконки в графическом редакторе|C=создавать API-маршруты|D=обрабатывать асинхронные запросы	A,C,D	
JavaScript	Backend Node.js Developer	8	MULTIPLE_CHOICE	Качество работы	Какие действия помогают сделать результат работы надежнее?	A=не хранить секреты в репозитории|B=обрабатывать ошибки async-кода|C=возвращать пользователю stack trace ошибки|D=валидировать body запроса	A,B,D	
JavaScript	Backend Node.js Developer	9	MULTIPLE_CHOICE	Инструменты и данные	Какие элементы действительно могут использоваться в работе с JavaScript?	A=монтаж видео в TikTok|B=MongoDB/PostgreSQL|C=Node.js|D=Express	B,C,D	
JavaScript	Backend Node.js Developer	10	MULTIPLE_CHOICE	Понимание процесса	Что стоит сделать перед тем, как считать задачу готовой?	A=убедиться, что нет очевидных ошибок|B=проверить работу на тестовых данных|C=посмотреть, понятен ли результат пользователю|D=удалить проект после запуска	A,B,C	
JavaScript	Backend Node.js Developer	11	MULTIPLE_CHOICE	Безопасность и ошибки	Какие действия помогают избежать типичных ошибок junior-разработчика?	A=не доверять непроверенным входным данным|B=игнорировать все предупреждения|C=читать сообщения об ошибках|D=обрабатывать ошибки	A,C,D	
JavaScript	Backend Node.js Developer	12	MULTIPLE_CHOICE	Командная разработка	Что полезно делать при работе над проектом в команде?	A=менять чужой код без понимания задачи|B=делать небольшие осмысленные изменения|C=оставлять комментарии там, где логика неочевидна|D=писать понятные названия	B,C,D	
JavaScript	Backend Node.js Developer	13	MATCHING	Термины и инструменты	Сопоставьте инструмент и его назначение.			Node.js=>запуск JS на сервере|Express=>создание HTTP API|middleware=>промежуточная обработка|npm=>пакеты и скрипты
